name,type,user_name,rating,review_date,reviews
Breaking Bad,(TV Series),ironhorse_iv,10,8 September 2015,"It's basically impossible to watch this movie directed by Francis Ford Coppola, without already knowing some of the major themes, motifs, plot twists, within author Mario Puzo's story; due to how popular the film is. Even, if you haven't saw the movie, you probably heard of it. If you had, saw it. You might agree with me, in scope, that this movie is indeed, one of the greatest films ever made. Based off, Mario Puzo's 1969 novel with the same name, The Godfather tells the story of Michael Corleone (Al Pacino) on his journey, from reluctant family outsider to ruthless Mafia boss, during the criminal drug wars of the 1940/early 1950s. Without spoiling the movie, too much, I found that a lot of critics, overpraise Marlon Brando's work in this, a way too much. Don't get me wrong, Marlon Brando does deserve, a lot of credit for making his character, the patriarch Vito Corleone, so iconic. I just don't believe, that he deserve, the Oscar for Best Actor, that year. In my opinion, Al Pacino should had be nominated & won. After all, Michael is pretty much, the main character, not Vito. Also, Pacino is the one actor that kept the movie, going, with his great range of emotional. Brando show-what disappears, toward the middle of the film. If any, Brando deserve to win, Best Supporting Actor at the Academy Awards, because Brando's acting is secondary to that of Pacino. It's not personality, it's only business. Besides that, the acting throughout the film was well-performed, from all the actors. I just wish, there wasn't much, many characters. It was so hard to keep track of each one. Some actors, worth noting for their performance are James Caan as Michael's hot-headed brother, Sonny Corleone, Robert Duvall as Irish lawyer, Tom Hagen, Diane Keaton as Michael's girlfriend, Kay Adams & last, John Cazale as Michael's weaker brother, Fredo Corleone. As much, as I despise, certain gangster films. There was something, likable with these characters. Yes, they do, horrible stuff, but you can't help, feeling bad for them. Indeed, keep your friends close, your enemies closer. Not only was the film had gifted actors, but it was very well-shot. I love, how the film used doors, as a way to symbolize, the different between family life, and 'the family life'. A great example of this, was the last few minutes of the film in which Kay finds out, the truth nature about Michael. It's a crucial theme of the film. The five families are essentially living the American dream with specific ideals that America at the time greatly treasured. One could easily see this as a deconstruction or even an attack on the idea of the American Dream. So it was no surprise that the families met inside a Federal Reserve Bank. Talk about smart! I also like, how the movie has this stark bleak look to it. All the colors in the film, looks so muted, as if to say, this gangster film was indeed shot in early 1940s, technicolor. I like how, clever, the filmmaker was, when using bright colors. Most of the only bright color, used in the film, was orange. It was used as mostly an item, like a fruit symbol. It representing sin, and greed. It's as if it was the forbidden fruit, in the bible. It was also, used as a sexual way to show impending judgment. Everybody that got near it, end up, dying in the film. While, the movie has tons of other symbolism. It's also shroud in darkness and mystery. The movie even has a few film noir inspire scenes, where shadow, become a big factor to show, how shady, the underworld, can be. Vito's daughter's wedding scene shows the best of this. The movie has a lot of violence as well. Scenes like the real horse severed head were pretty gruesome. Still, compare to modern day, gangster movies, the sex, drugs and violence is pretty tame. For the most part, the movie kept to a somewhat classy mode with its subject matter. I do like the editing. The whole baptize sequence was amazing to watch. The pacing for the film is a mixed bag for me. There were some parts of the film that I kinda found boring or out of place, such as the Sicily, Las Vegas & Hollywood scenes. It felt like, I was watching two different films, due to how unfamiliar, each of those scenes, were, when comparing to the New York settling. I just glad, they were very short. The film also drops a lot of the novel's subplots, such as Sonny's mistress, having a large vagina, and having to get surgery on it. Another thing worth cutting is a lot of Johnny Fontane (Al Martino) and Lucy Mancini (Jeannie Linero) scenes. In the novel they both get big story lines nearly the equal of the main storyline with Michael. I'm glad, they cut it out, because it was too jarring. Though one major one, they cut out in this film: Don Vito's youth and rise to power came back, as part of the sequel, 1974's the Godfather: Part II. Happy, that they found, a way to add that, back in. Leave the Fontane BS. Take the cannoli, instead. The film score by Nino Rota was great. You really think of the word 'mafia' when you hear that tune. While, the film doesn't deliberately speak that word, it did expose, what was then, a mostly hidden underworld of Mafia organizations. Overall: While, some big time criminals and even some stars, like Frank Sinatra were against it, and boycott the film, but they couldn't stop the movie, from being made. The Godfather continues to influence producers of films, television shows, and video games more than 40 years after its release. It's a classic."
Breaking Bad,(TV Series),danielgibbs-69210,9,21 July 2016,"There is always a risk when a film becomes a huge part of popular culture. So many of it's iconic moments and scenes are ripped off, riffed on, or parodied by countless shows and movies, that there is always a fear that the original will lose some of it's impact, and become comical and stale."
Breaking Bad,(TV Series),JamesHitchcock,8,16 May 2004,"Before 'The Godfather' came out in 1972, the gangster genre, chiefly associated with Jimmy Cagney and the film noir style of the forties and fifties, had been in something of a decline. It was, therefore, a brave move for Francis Ford Coppola to attempt a three-hour epic based upon the family life of a Mafia don. "
Breaking Bad,(TV Series),Coxer99,10,10 June 1999,"Engrossing motion picture that features some of the finest editing, cinematography and performances ever. There is a wonderful theme of family that runs through this film and its later sequels. No one is truly judged. Love is unconditional. God is the one who truly judges. Easily, the word masterpiece describes this film, but that's been said by so many...Who am I to argue? Masterpiece is right on the money."
Breaking Bad,(TV Series),bob the moo,,1 July 2002,"Michael Corleone returns home from the war for his sister's wedding. However his return coincides with the beginnings of a war between the main families sparked by the marketing of drugs.  Michael's involvement in the family business increases when his father is the victim of an assassination attempt and Michael wants to kill the two men responsible before going to Italy for a year to lay low.  When Michael's brother Sonny is murdered, Michael returns home to take control of the family and clear up the war."
Breaking Bad,(TV Series),Clumsy14,7,13 June 2022,"I must admit, i've never watched the Godfather until now (1 month ago) and as a movie fan i always was ashamed about this. Now i've seen it and might have an unpopular opinion about it."
Breaking Bad,(TV Series),thomashaehre,5,15 February 2022,"I'm sure it was good for its time, but by todays standard this is truly mediocre. It's 3 hours of boredom, cheesy stereotypical dialog, and unrealistic mafia. Some of the sub plots, like the 30 minute Sicilia sequence, with Michael marrying this girl we have never seen before, only for the movie to kill her off 20 minutes later, before we've even heard her talk? One of the most useless sub plots I have ever seen in any movie. Did they expect us to care for her after introducing her 20 minutes ago, and not even giving her a proper line to say? Movie should have well under 2 hours and at the end of the day was a borefest."
Breaking Bad,(TV Series),Tolispro,10,30 March 2019,"Alright, this movie is simply perfect. I don't have one bad thing to say about it honestly. Phenomenal acting from few of Hollywood's greatest talents. Al Pacino gives a career defying performance in The Godfather along side Marlon Brando, James Caan, Robert Duvall and a young Diane Keaton. This movie is simply perfect. This adaptation of Mario Puzo's book tells the tale of an immigrant living the American Dream. But even though all of the starts were absolutely phenomenal in their individual roles only one remains more iconic than the others--Marlon Brando as Don Vito. Fans of the movie will come back and watch it again and again to witness Brando in his absolute finest."
Breaking Bad,(TV Series),braco,10,2 August 1998,"This movie alongside Casablanca, Citizen Kane, Godfather:part II, The Third Man and Lawrence Of Arabia is my absolutely favorite film. Some scenes you just can't forget. Vito's character is one of the best played roles in movies history (done by Marlon Brando). This story about Corleone family (together with part 2 and 3) is the greatest movie epic ever made."
Breaking Bad,(TV Series),Neve_Fan,9,11 August 1998,"The Godfather is one of the very few films that doesn't have a single flaw.  Seeing The Godfather for the first time was the most amazing movie experiences of my life.  There's scenes that stay with you when the movies over, and you don't forget them.   Everyone makes the mistake of calling this film a movie about crime.  Its really a movie about family.  The dialogue is just unbelievable.  I've seen the movie at least 30, 40 times, and I'm still amazed at how perfect it is.  The music, the acting, everything.  People think that Citizen Kane is the greatest movie ever made...well, there's no way  that ANYONE can think that Citizen Kane is more moving, and has a better storyline than The Godfather.  The thing I find so amazing about The Godfather is how Michael (Al Pacino) changes throughout the movie.   Its my opinion that this is the greatest movie ever made, and I doubt that anyone can watch this movie, and think I'm crazy."
Breaking Bad,(TV Series),bkoganbing,10,9 March 2008,My nephew who is all of 17 told me in no uncertain terms that movie making with him starts with The Godfather. He doesn't believe anything made before it is of any great merit. For him The Godfather is like The Birth of a Nation. 
Breaking Bad,(TV Series),cardsrock,10,9 March 2019,This film is pretty much the perfection of the craft. Every single aspect of The Godfather is outstanding. There are so many iconic lines and moments throughout the movie that have been replicated and entrenched in culture over the years. There really isn't too much else to say. This is truly the peak of filmmaking.
Breaking Bad,(TV Series),crendine,10,24 March 2015,"This film contains all the elements of a genuine masterpiece. Its attention to detail, history, and tradition. An absolutely wonderful screenplay. Its comparative closeness to the novel and a storyline which became the template for future stories in this genre. As for the performances: there is not one single character flaw in this entire cast. What continues to amaze me about this film more than any other is the fact that not only were the correct actors and actresses chosen for the roles but that they were each chosen at the perfect point in their respective careers. Throughout this film, there is not one actor nor actress who seems ""too old or young for the part"". Nor does anyone (including an extremely strong Diane Keaton) seem ""out of place"" or ""unconvincing"". The plot and storyline could not have been better and this is one film that no matter how many times you've seen it, it still continues to amaze, entertain, and (in some ways) inform. Like some of the classics which preceded it, it holds up very well over time and will probably continue to do so. I currently own on VHS ""The Godfather Saga"" (the first 2 movies woven together in chronological order) which is absolutely amazing. It begins with the birth of Vito and ends with the eventual rise of Michael. Although Francis Ford Coppola does not like this version of his epic, I sure wish he would release it on DVD."
Breaking Bad,(TV Series),JosephD3193,10,11 May 2018,Really what more about The Godfather can I say that hasen't already been said?
Breaking Bad,(TV Series),grantss,10,20 December 2015,"New York, 1945. Don Vito Corleone (played by Marlon Brando) is the aging Godfather of a mafia family. He has three sons - Sonny (James Caan), Fredo (John Cazale) and Michael (Al Pacino). Sonny is his natural successor but is impulsive, short-tempered and not much of a thinker. Fredo is overly passive. Michael is a war hero and looking to stay out of the family business. The Corleone family and the other four mafia families of New York and New Jersey have been at peace for several years now. Then one of the families decides to get into the illegal narcotics business and wants Don Corleone's help. Don Corleone decides that his family should stay out of narcotics. This has disastrous and far-reaching consequences, consequences that will suck Michael deeper and deeper into the family business. "
Breaking Bad,(TV Series),Stormchaser99,,14 October 2013,I never liked the IMDb top 250 list. So i haven't thought about this one for a very long time. Then i watched Shawshank and immediately became a fan. Somewhere i read that Godfather was at the top of the 250 before Shawshank and that's when i decided to take a chance with Godfather. 
Breaking Bad,(TV Series),briancham1994,7,24 November 2020,"I'm ready to be downvoted into oblivion. Intellectually, I can appreciate the style, influence and popularity of this film as attested by its lasting reputation and universally positive reviews. Along with other classics like The Battleship Potemkin and Metropolis, it had a massive impact and has been lauded as a masterpiece. Yet, just like those films, I think it has more value as a piece of film history than an emotional viewing experience in itself. To put it more bluntly, I can see why it was a masterpiece at the time but I don't feel that way when I watch it now."
Breaking Bad,(TV Series),stand_out2,3,18 April 2008,"The day before yesterday I decided that I should watch The Godfather since it's pretty much a movie that one would have to see during his lifetime, but I was very disappointed. I thought that it would be a great movie with a plot that would be interesting, characters that I could relate to and give me some form of entertainment during the course of the movie, but boy was I wrong."
Breaking Bad,(TV Series),BrandtSponseller,10,24 April 2005,"Marlon Brando is Don Vito Corleone, head of perhaps the most powerful New York-area mafia family in the 1940s, in this well-respected film by director/writer Francis Ford Coppola. As the film begins, Vito is receiving ""business"" guests in his office at his home while his daughter Connie's (Talia Shire) wedding and reception are taking place. The epic plot takes place over many years, telling the story of Vito, his family--including Michael (Al Pacino), Santino (James Caan) and Tom Hagen (Robert Duvall), his associates, and their interactions with other mob syndicates."
Breaking Bad,(TV Series),Nazi_Fighter_David,10,24 February 2001,"""The Godfather"" is a huge piece of film entertaining, involving sentiment, nostalgia, filial affection, pride, integrity, loyalty, corruption, honor, betrayal and crime... Within weeks of its release, it was clearly a blockbuster, a cinematic phenomenon, an exquisite Mafia epic with outstanding performances... Coppola got everything right, creating a landmark in American cinema..."
Breaking Bad,(TV Series),SnoopyStyle,10,28 November 2013,Don Vito Corleone (Marlon Brando) is the head of a Mafia family. Sonny (James Caan) is his eldest and heir apparent. Michael (Al Pacino) is a return WWII hero and wants to keep out of the family business. The Don refuses to go into the drug business which precipitate a mob war.
Breaking Bad,(TV Series),auuwws,10,15 September 2020,"The Godfather deserves to be called the best movie in history, and from my personal point of view, nothing is wrong with it"
Breaking Bad,(TV Series),nickenchuggets,10,29 July 2021,"Despite having essentially no italian heritage, Marlon Brando will forever be remembered by millions all over the world as Don Corleone, the mafia boss and main character from one of the greatest movies ever made, period. When it was released in the early 70s, this film was for a time the highest grossing movie ever made and easily eclipsed the money accumulated by other movies produced that same year. Before the sequel (and the less impressive third movie), there was the original mob boss played by Brando who was just the right amount of threatening and respectable. After all these years, this movie still inspires many people around the world to become filmmakers for a number of reasons. It is very long and technically impressive to look at, employs a large number of actors and extras, has great dialogue and acting, and most importantly, has a story that never fails to entertain no matter how much time passes. As you might gather from the title, The Godfather is about the patriarch of an immensely powerful family of underworld criminals, but he is getting old, and maybe it's time for a new leader to be selected. The story begins in 1940s New York, where Vito Corleone (Brando) is attending a wedding for his daughter Connie. When Johnny (Vito's godson) wants his help in playing a part in a film, he sends a man named Tom to LA to get the part secured for him. One of the executives refuses and wakes up some time later with the severed head of a horse under his blankets. Later, around Christmastime, Vito and his family cause more crime-related incidents when someone asks him to inject more money into a drug business, which Vito turns down. One of Vito's men is strangled to death when he is sent to see what they're up to. Later, Vito is shot outside, but survives. His oldest son Sonny is now in control of the family, and his other son Michael (Al Pacino) kills two guys in a restaurant after retrieving a handgun from a bathroom that was placed there earlier. Violence erupts between Vito's family and a rival gang, which leads to many of his relatives fearing for their lives. Michael travels to Sicily, and Sonny is murdered by people armed with machine guns when he tries to kill a rival. Meanwhile in the mediterranean, Michael meets a girl named Apollonia, but she's killed when a bomb hidden in a car blows up. Vito now realizes he's in serious trouble as his rivals were able to find and kill Sonny. Basically admitting defeat, he tells the rival gang he will not oppose their heroin operation and will not take revenge for Sonny's demise. Michael marries his longtime girlfriend Kay (Diane Keaton) after returning home, but by the mid 50s, Vito's time is running out. He soon suffers a heart attack, and Corleone gangsters murder the rival mob bosses in New York City, all of this taking place on the same day as the baptism of Connie's child. With this accomplished, Michael is now in charge of the Corleone family, and is ready to fulfill his task of becoming just as feared as his father was. There are so many reasons why this movie is incredible that I can't possibly fit them all into a review, but one reason is that the opening wedding ceremony was recorded a few minutes from where I live. I'm not going to say where it is, but it's easy enough to find out. The casting and acting here is all remarkable, with the most prominent being Brando and Al Pacino. It's thanks to their stellar performances as Vito and Michael respectively that cemented both of them as gangster icons for decades to come. Of course, Brando was in tough guy movies before this, but The Godfather is such an enormous movie with so many different paths to take that it really elevated his status in the public eye. I've said it before but I'll say it again here. Only the very best movies can make an audience sad, smile, laugh, scared, etc. Within the confines of one story. The Godfather accomplishes all of these things. The music in this movie also fits perfectly with whatever is going on, and the theme song (I think everyone will agree) is one of the best tunes ever connected to a movie. There's many other things to discuss in detail, but if I attempted to, I'd be writing this until next year. The bottom line is The Godfather is like the Beatles of gangster films: it changed everything about the genre and basically became the yardstick by which other gangster movies are measured. It might not seem like a very fair comparison since nothing really tops this. As the decades pass, Don Corleone (whether its Vito or Michael) will continue to be seen as the very embodiment of the mafia. Coppola made sure the characters here were portrayed as sophisticated, and not like mindless criminals most people expected from a crime movie, which was a revolutionary decision. A movie this influential only comes once in a lifetime."
Breaking Bad,(TV Series),Ser_jorah,10,10 August 2022,"The definition of perfect movie. As if (Marlon Brando) established what a mafia leader should be, with his hoarse voice and cold features, the actors after him were affected by the ghost of his great performance in the movie (The Godfather). Every stare from El Pacino in The Godfather has a story. And the music was. And the music was taking me into another world, making me feel like I am around a mafia gang, or as they say in the movie (the family)."
Breaking Bad,(TV Series),SeminolePhenom,10,25 July 2005,"Before giving a summary of this classic, let me just say that this is ""The Masterpiece of all Masterpieces"" when it comes to movies. When I review movies, I consider the godfather as the greatest of all time and rate the movies according. There is no greater movie than this one."
Breaking Bad,(TV Series),CinemaClown,,5 January 2016,"Immortal for its contribution to cinema & one of the prime examples of filmmaking art, The Godfather is a remarkable inside-out look at the life of a mafia family that also paints an astounding portrait of organised crime. Scoring full marks in all aspects of filmmaking, be it direction, screenplay, acting, cinematography, editing or music, this crime drama immerses viewers into its world from the very beginning and narrates its story with such strong magnetic grip for the next three hours that it's impossible to not be impressed & amazed by it. Even after so many viewings, there is nothing to complain about this classic, there is no weakness to exploit and with each view, the respect for this motion picture masterpiece only gets higher."
Breaking Bad,(TV Series),sullymazda,3,8 January 2015,"OK, I see that the movie has many naysayers. I was one of them when I saw the film in 1972, and I was only fifteen at the time. I could go on and on about the film's myriad failures. It is contrived, self-important, at times even poorly staged. Which brings me to my point. A lot of people seem to forget that Coppola did not win Best Director-- Bob Fosse (for ""Cabaret') did, and deservedly so. He did a much better job. That is one of the eight Oscars that ""Cabaret"" won.The other seven just happen to be Art Direction, Cinematography, Sound, Editing,Original Score, Best Supporting Actor, and Best Actress. So when the time came to open the envelope and announce Best Picture, the Award goes instead to a film that, by that point, had won only two statues (for Actor and Adapted Screenplay). How does any movie win eight Academy Awards and fail to grab Best Picture? With that in mind, ""The Godfather"" is not merely arrogant film-making. Its history and legacy,both--just like its protagonists-- are just downright larcenous."
Breaking Bad,(TV Series),illbebackreviews,10,9 December 2012,"The last time I watched the Godfather I gave this movie a 7 out of 10 and I didn't particularly love it and so I was disappointed. I wasn't looking forward to sitting through this 3 hour movie once more but I'm definitely glad that I did as the second time, the whole story became so much easier to understand."
Breaking Bad,(TV Series),ivo-cobra8,10,17 October 2015,"The Godfather (1972) is Francis Ford Coppola's epic classic masterpiece and is one of the best crime films in the world that it ever was made. It is my favorite best film and I will always watch it. None of the movies like are The Godfather didn't make or did a job well done like Mario Puzo's The Godfather. The Godfather is a 1972 film about a Mafia crime family and the outbreak of a New York City gang war in the late 1940s. One of the original ""Movie Brats"" who had not had a hit after seven films, director Coppola collaborated on the epic film's screenplay with Mario Puzo who had written a best-selling novel of the same name about a Mafia dynasty (the Corleones). The Godfather catapulted Francis Ford Coppola to directorial superstardom, and popularized the following euphemistic phrase (of brutal coercion): ""I'm gonna make him an offer he can't refuse."" I love this film to death! Marlon Brando's performance is one of his best, the acting in here is superb and awesome. Marlon Brando's the most memorable character. The only two films that he later made were Superman (1978) and Apocalypse Now (1979) that were a major hit in the box office. He never made in to making any sequels so those three films are his brilliant performances that are known today. Al Pacino played Michael Corleone superb and brilliant. I love that this film is set in In late summer 1945 and shows how the history really was. When the aging head of a famous crime family decides to transfer his position to one of his subalterns, a series of unfortunate events start happening to the family, and a war begins between all the well-known families leading to insolence, deportation, murder and revenge, and ends with the favorable successor being finally chosen. The Best of the best film of the world I love it!!!! "
Breaking Bad,(TV Series),ericjg623,8,4 April 2002,"One thing that's a bit annoying when seeing `The Godfather' is the sense that, as a viewer, you feel you are required to bow down before this film and worship it as movie perfection, or else reveal yourself to be a person of no taste. Well, I can definitely acknowledge that this is a very good movie, but not necessarily great, nor is it on my personal favorites list."
Breaking Bad,(TV Series),perica-43151,10,20 July 2018,"This movie is often considered the best ever. And it lives to the hype, everyone should see this movie at some point. The Hollywood at its best, with some money and advice taken in from the mob itself. A classic."
Breaking Bad,(TV Series),t-turnquest1,10,20 March 2015,"The Godfather is one of the most iconic films in cinema history. There are three points in the film that made it stand alone: direction, acting, and writing. "
Breaking Bad,(TV Series),sno-smari-m,10,5 October 2006,"It could be said that the film-adaptation of Mario Puzo's novel marked the beginning of a new era, as it established talents hitherto unknown to the wider public, including Al Pacino, Diane Keaton, and director Francis Ford Coppola. Furthermore, THE GODFATHER is often thought of as a ""comeback"" to Marlon Brando, which apparently puzzled the actor himself, as he pointed out in his autobiography that he'd been doing movies without considerable intermission for the last twenty-or-so years. However, the claim may not have been so unreasonable after all, as the role of Vito Corleone made Brando truly sought-after again. By the time Brando embarked on the role, no major studios would hire him due to a reputation for being ""impossible"" to work with, and Coppola was only able to convince Paramount that the actor was simply tailor-made for the part and could not be neglected by having him do a screen-test first. Considering that Brando had once revolutionized acting in America through his raw, unmasked portrayals of Stanley Kowalski and Terry Malloy in the 1950's, this procedure may sound shocking, but once accomplished, Brando proved that he remained the king of acting in the end. His portrayal of Corleone may strike us as being somewhat of a caricature today, as it has been endlessly imitated (and parodied) since, but Brando did in fact attribute the character with far more attention to complex detail than seen in a typical movie ""gangster-boss"" up till that time. That Brando's performance has now, in the eyes of younger generations such as my own, turned somewhat into a cliché is simply the inevitable result of his initial originality."
Breaking Bad,(TV Series),Wiizardii321,10,15 March 2015,"So at first I always heard from a lot of people when I was younger that Godfather was the most epic movie of all time, I always memorized Vito Corleone's face when I was a kid... Years later I decided it's time I watch this movie and I did it on Netflix. Oh, and when I did, it was so good..."
Breaking Bad,(TV Series),lee_eisenberg,10,16 July 2005,"When people think of ""The Godfather"", they usually think of the Mafia. But, as Entertainment Weekly noted, calling ""The Godfather"" a Mafia movie is like calling ""The Odyssey"" a guide to the Aegean Sea. This story of how the Corleone family rules New York with their own version of justice entails everything that makes movies good."
